grid_size,f,p,r,num_states,num_simulations,is_steady,pct_trees,pct_fires
"(5, 5)",0.1,0.1,0.0,300,5,False,,
"(5, 5)",0.1,0.1,0.0,300,5,False,,
"(5, 5)",0.1,0.1,0.0,300,5,False,,
"(5, 5)",0.1,0.1,0.0,300,5,False,,
"(5, 5)",0.1,0.1,0.0,300,5,False,,
"(5, 5)",0.1,0.15,0.0,300,5,False,,
"(5, 5)",0.1,0.15,0.0,300,5,False,,
"(5, 5)",0.1,0.15,0.0,300,5,False,,
"(5, 5)",0.1,0.15,0.0,300,5,False,,
"(5, 5)",0.1,0.15,0.0,300,5,False,,
"(5, 5)",0.1,0.2,0.0,300,5,False,,
"(5, 5)",0.1,0.2,0.0,300,5,False,,
"(5, 5)",0.1,0.2,0.0,300,5,False,,
"(5, 5)",0.1,0.2,0.0,300,5,False,,
"(5, 5)",0.1,0.2,0.0,300,5,False,,
"(5, 5)",0.1,0.3,0.0,300,5,False,,
"(5, 5)",0.1,0.3,0.0,300,5,False,,
"(5, 5)",0.1,0.3,0.0,300,5,False,,
"(5, 5)",0.1,0.3,0.0,300,5,False,,
"(5, 5)",0.1,0.3,0.0,300,5,False,,
"(5, 5)",0.1,0.4,0.0,300,5,False,,
"(5, 5)",0.1,0.4,0.0,300,5,False,,
"(5, 5)",0.1,0.4,0.0,300,5,False,,
"(5, 5)",0.1,0.4,0.0,300,5,False,,
"(5, 5)",0.1,0.4,0.0,300,5,False,,
"(5, 5)",0.1,0.45,0.0,300,5,False,,
"(5, 5)",0.1,0.45,0.0,300,5,False,,
"(5, 5)",0.1,0.45,0.0,300,5,False,,
"(5, 5)",0.1,0.45,0.0,300,5,False,,
"(5, 5)",0.1,0.45,0.0,300,5,False,,
"(5, 5)",0.1,0.5,0.0,300,5,False,,
"(5, 5)",0.1,0.5,0.0,300,5,False,,
"(5, 5)",0.1,0.5,0.0,300,5,False,,
"(5, 5)",0.1,0.5,0.0,300,5,False,,
"(5, 5)",0.1,0.5,0.0,300,5,False,,
"(5, 5)",0.1,0.7,0.0,300,5,False,,
"(5, 5)",0.1,0.7,0.0,300,5,False,,
"(5, 5)",0.1,0.7,0.0,300,5,False,,
"(5, 5)",0.1,0.7,0.0,300,5,False,,
"(5, 5)",0.1,0.7,0.0,300,5,False,,
"(5, 5)",0.1,0.9,0.0,300,5,False,,
"(5, 5)",0.1,0.9,0.0,300,5,False,,
"(5, 5)",0.1,0.9,0.0,300,5,False,,
"(5, 5)",0.1,0.9,0.0,300,5,False,,
"(5, 5)",0.1,0.9,0.0,300,5,False,,
"(5, 5)",0.15,0.1,0.0,300,5,False,,
"(5, 5)",0.15,0.1,0.0,300,5,False,,
"(5, 5)",0.15,0.1,0.0,300,5,False,,
"(5, 5)",0.15,0.1,0.0,300,5,False,,
"(5, 5)",0.15,0.1,0.0,300,5,False,,
"(5, 5)",0.15,0.15,0.0,300,5,False,,
"(5, 5)",0.15,0.15,0.0,300,5,False,,
"(5, 5)",0.15,0.15,0.0,300,5,False,,
"(5, 5)",0.15,0.15,0.0,300,5,False,,
"(5, 5)",0.15,0.15,0.0,300,5,False,,
"(5, 5)",0.15,0.2,0.0,300,5,False,,
"(5, 5)",0.15,0.2,0.0,300,5,False,,
"(5, 5)",0.15,0.2,0.0,300,5,False,,
"(5, 5)",0.15,0.2,0.0,300,5,False,,
"(5, 5)",0.15,0.2,0.0,300,5,False,,
"(5, 5)",0.15,0.3,0.0,300,5,False,,
"(5, 5)",0.15,0.3,0.0,300,5,False,,
"(5, 5)",0.15,0.3,0.0,300,5,False,,
"(5, 5)",0.15,0.3,0.0,300,5,False,,
"(5, 5)",0.15,0.3,0.0,300,5,False,,
"(5, 5)",0.15,0.4,0.0,300,5,False,,
"(5, 5)",0.15,0.4,0.0,300,5,False,,
"(5, 5)",0.15,0.4,0.0,300,5,False,,
"(5, 5)",0.15,0.4,0.0,300,5,False,,
"(5, 5)",0.15,0.4,0.0,300,5,False,,
"(5, 5)",0.15,0.45,0.0,300,5,False,,
"(5, 5)",0.15,0.45,0.0,300,5,False,,
"(5, 5)",0.15,0.45,0.0,300,5,False,,
"(5, 5)",0.15,0.45,0.0,300,5,False,,
"(5, 5)",0.15,0.45,0.0,300,5,False,,
"(5, 5)",0.15,0.5,0.0,300,5,False,,
"(5, 5)",0.15,0.5,0.0,300,5,False,,
"(5, 5)",0.15,0.5,0.0,300,5,False,,
"(5, 5)",0.15,0.5,0.0,300,5,False,,
"(5, 5)",0.15,0.5,0.0,300,5,False,,
"(5, 5)",0.15,0.7,0.0,300,5,False,,
"(5, 5)",0.15,0.7,0.0,300,5,False,,
"(5, 5)",0.15,0.7,0.0,300,5,False,,
"(5, 5)",0.15,0.7,0.0,300,5,False,,
"(5, 5)",0.15,0.7,0.0,300,5,False,,
"(5, 5)",0.15,0.9,0.0,300,5,False,,
"(5, 5)",0.15,0.9,0.0,300,5,False,,
"(5, 5)",0.15,0.9,0.0,300,5,False,,
"(5, 5)",0.15,0.9,0.0,300,5,False,,
"(5, 5)",0.15,0.9,0.0,300,5,False,,
"(5, 5)",0.2,0.1,0.0,300,5,False,,
"(5, 5)",0.2,0.1,0.0,300,5,False,,
"(5, 5)",0.2,0.1,0.0,300,5,False,,
"(5, 5)",0.2,0.1,0.0,300,5,False,,
"(5, 5)",0.2,0.1,0.0,300,5,False,,
"(5, 5)",0.2,0.15,0.0,300,5,False,,
"(5, 5)",0.2,0.15,0.0,300,5,False,,
"(5, 5)",0.2,0.15,0.0,300,5,False,,
"(5, 5)",0.2,0.15,0.0,300,5,False,,
"(5, 5)",0.2,0.15,0.0,300,5,False,,
"(5, 5)",0.2,0.2,0.0,300,5,False,,
"(5, 5)",0.2,0.2,0.0,300,5,False,,
"(5, 5)",0.2,0.2,0.0,300,5,False,,
"(5, 5)",0.2,0.2,0.0,300,5,False,,
"(5, 5)",0.2,0.2,0.0,300,5,False,,
"(5, 5)",0.2,0.3,0.0,300,5,False,,
"(5, 5)",0.2,0.3,0.0,300,5,False,,
"(5, 5)",0.2,0.3,0.0,300,5,False,,
"(5, 5)",0.2,0.3,0.0,300,5,False,,
"(5, 5)",0.2,0.3,0.0,300,5,False,,
"(5, 5)",0.2,0.4,0.0,300,5,False,,
"(5, 5)",0.2,0.4,0.0,300,5,False,,
"(5, 5)",0.2,0.4,0.0,300,5,False,,
"(5, 5)",0.2,0.4,0.0,300,5,False,,
"(5, 5)",0.2,0.4,0.0,300,5,False,,
"(5, 5)",0.2,0.45,0.0,300,5,False,,
"(5, 5)",0.2,0.45,0.0,300,5,False,,
"(5, 5)",0.2,0.45,0.0,300,5,False,,
"(5, 5)",0.2,0.45,0.0,300,5,False,,
"(5, 5)",0.2,0.45,0.0,300,5,False,,
"(5, 5)",0.2,0.5,0.0,300,5,False,,
"(5, 5)",0.2,0.5,0.0,300,5,False,,
"(5, 5)",0.2,0.5,0.0,300,5,False,,
"(5, 5)",0.2,0.5,0.0,300,5,False,,
"(5, 5)",0.2,0.5,0.0,300,5,False,,
"(5, 5)",0.2,0.7,0.0,300,5,False,,
"(5, 5)",0.2,0.7,0.0,300,5,False,,
"(5, 5)",0.2,0.7,0.0,300,5,False,,
"(5, 5)",0.2,0.7,0.0,300,5,False,,
"(5, 5)",0.2,0.7,0.0,300,5,False,,
"(5, 5)",0.2,0.9,0.0,300,5,False,,
"(5, 5)",0.2,0.9,0.0,300,5,False,,
"(5, 5)",0.2,0.9,0.0,300,5,False,,
"(5, 5)",0.2,0.9,0.0,300,5,False,,
"(5, 5)",0.2,0.9,0.0,300,5,False,,
"(5, 5)",0.3,0.1,0.0,300,5,False,,
"(5, 5)",0.3,0.1,0.0,300,5,False,,
"(5, 5)",0.3,0.1,0.0,300,5,False,,
"(5, 5)",0.3,0.1,0.0,300,5,False,,
"(5, 5)",0.3,0.1,0.0,300,5,False,,
"(5, 5)",0.3,0.15,0.0,300,5,False,,
"(5, 5)",0.3,0.15,0.0,300,5,False,,
"(5, 5)",0.3,0.15,0.0,300,5,False,,
"(5, 5)",0.3,0.15,0.0,300,5,False,,
"(5, 5)",0.3,0.15,0.0,300,5,False,,
"(5, 5)",0.3,0.2,0.0,300,5,False,,
"(5, 5)",0.3,0.2,0.0,300,5,False,,
"(5, 5)",0.3,0.2,0.0,300,5,False,,
"(5, 5)",0.3,0.2,0.0,300,5,False,,
"(5, 5)",0.3,0.2,0.0,300,5,False,,
"(5, 5)",0.3,0.3,0.0,300,5,False,,
"(5, 5)",0.3,0.3,0.0,300,5,False,,
"(5, 5)",0.3,0.3,0.0,300,5,False,,
"(5, 5)",0.3,0.3,0.0,300,5,False,,
"(5, 5)",0.3,0.3,0.0,300,5,False,,
"(5, 5)",0.3,0.4,0.0,300,5,False,,
"(5, 5)",0.3,0.4,0.0,300,5,False,,
"(5, 5)",0.3,0.4,0.0,300,5,False,,
"(5, 5)",0.3,0.4,0.0,300,5,False,,
"(5, 5)",0.3,0.4,0.0,300,5,False,,
"(5, 5)",0.3,0.45,0.0,300,5,False,,
"(5, 5)",0.3,0.45,0.0,300,5,False,,
"(5, 5)",0.3,0.45,0.0,300,5,False,,
"(5, 5)",0.3,0.45,0.0,300,5,False,,
"(5, 5)",0.3,0.45,0.0,300,5,False,,
"(5, 5)",0.3,0.5,0.0,300,5,False,,
"(5, 5)",0.3,0.5,0.0,300,5,False,,
"(5, 5)",0.3,0.5,0.0,300,5,False,,
"(5, 5)",0.3,0.5,0.0,300,5,False,,
"(5, 5)",0.3,0.5,0.0,300,5,False,,
"(5, 5)",0.3,0.7,0.0,300,5,False,,
"(5, 5)",0.3,0.7,0.0,300,5,False,,
"(5, 5)",0.3,0.7,0.0,300,5,False,,
"(5, 5)",0.3,0.7,0.0,300,5,False,,
"(5, 5)",0.3,0.7,0.0,300,5,False,,
"(5, 5)",0.3,0.9,0.0,300,5,False,,
"(5, 5)",0.3,0.9,0.0,300,5,False,,
"(5, 5)",0.3,0.9,0.0,300,5,False,,
"(5, 5)",0.3,0.9,0.0,300,5,False,,
"(5, 5)",0.3,0.9,0.0,300,5,False,,
"(5, 5)",0.4,0.1,0.0,300,5,False,,
"(5, 5)",0.4,0.1,0.0,300,5,False,,
"(5, 5)",0.4,0.1,0.0,300,5,False,,
"(5, 5)",0.4,0.1,0.0,300,5,False,,
"(5, 5)",0.4,0.1,0.0,300,5,False,,
"(5, 5)",0.4,0.15,0.0,300,5,False,,
"(5, 5)",0.4,0.15,0.0,300,5,False,,
"(5, 5)",0.4,0.15,0.0,300,5,False,,
"(5, 5)",0.4,0.15,0.0,300,5,False,,
"(5, 5)",0.4,0.15,0.0,300,5,False,,
"(5, 5)",0.4,0.2,0.0,300,5,False,,
"(5, 5)",0.4,0.2,0.0,300,5,False,,
"(5, 5)",0.4,0.2,0.0,300,5,False,,
"(5, 5)",0.4,0.2,0.0,300,5,False,,
"(5, 5)",0.4,0.2,0.0,300,5,False,,
"(5, 5)",0.4,0.3,0.0,300,5,False,,
"(5, 5)",0.4,0.3,0.0,300,5,False,,
"(5, 5)",0.4,0.3,0.0,300,5,False,,
"(5, 5)",0.4,0.3,0.0,300,5,False,,
"(5, 5)",0.4,0.3,0.0,300,5,False,,
"(5, 5)",0.4,0.4,0.0,300,5,False,,
"(5, 5)",0.4,0.4,0.0,300,5,False,,
"(5, 5)",0.4,0.4,0.0,300,5,False,,
"(5, 5)",0.4,0.4,0.0,300,5,False,,
"(5, 5)",0.4,0.4,0.0,300,5,False,,
"(5, 5)",0.4,0.45,0.0,300,5,False,,
"(5, 5)",0.4,0.45,0.0,300,5,False,,
"(5, 5)",0.4,0.45,0.0,300,5,False,,
"(5, 5)",0.4,0.45,0.0,300,5,False,,
"(5, 5)",0.4,0.45,0.0,300,5,False,,
"(5, 5)",0.4,0.5,0.0,300,5,False,,
"(5, 5)",0.4,0.5,0.0,300,5,False,,
"(5, 5)",0.4,0.5,0.0,300,5,False,,
"(5, 5)",0.4,0.5,0.0,300,5,False,,
"(5, 5)",0.4,0.5,0.0,300,5,False,,
"(5, 5)",0.4,0.7,0.0,300,5,False,,
"(5, 5)",0.4,0.7,0.0,300,5,False,,
"(5, 5)",0.4,0.7,0.0,300,5,False,,
"(5, 5)",0.4,0.7,0.0,300,5,False,,
"(5, 5)",0.4,0.7,0.0,300,5,False,,
"(5, 5)",0.4,0.9,0.0,300,5,False,,
"(5, 5)",0.4,0.9,0.0,300,5,False,,
"(5, 5)",0.4,0.9,0.0,300,5,False,,
"(5, 5)",0.4,0.9,0.0,300,5,False,,
"(5, 5)",0.4,0.9,0.0,300,5,False,,
"(5, 5)",0.45,0.1,0.0,300,5,False,,
"(5, 5)",0.45,0.1,0.0,300,5,False,,
"(5, 5)",0.45,0.1,0.0,300,5,False,,
"(5, 5)",0.45,0.1,0.0,300,5,False,,
"(5, 5)",0.45,0.1,0.0,300,5,False,,
"(5, 5)",0.45,0.15,0.0,300,5,False,,
"(5, 5)",0.45,0.15,0.0,300,5,False,,
"(5, 5)",0.45,0.15,0.0,300,5,False,,
"(5, 5)",0.45,0.15,0.0,300,5,False,,
"(5, 5)",0.45,0.15,0.0,300,5,False,,
"(5, 5)",0.45,0.2,0.0,300,5,False,,
"(5, 5)",0.45,0.2,0.0,300,5,False,,
"(5, 5)",0.45,0.2,0.0,300,5,False,,
"(5, 5)",0.45,0.2,0.0,300,5,False,,
"(5, 5)",0.45,0.2,0.0,300,5,False,,
"(5, 5)",0.45,0.3,0.0,300,5,False,,
"(5, 5)",0.45,0.3,0.0,300,5,False,,
"(5, 5)",0.45,0.3,0.0,300,5,False,,
"(5, 5)",0.45,0.3,0.0,300,5,False,,
"(5, 5)",0.45,0.3,0.0,300,5,False,,
"(5, 5)",0.45,0.4,0.0,300,5,False,,
"(5, 5)",0.45,0.4,0.0,300,5,False,,
"(5, 5)",0.45,0.4,0.0,300,5,False,,
"(5, 5)",0.45,0.4,0.0,300,5,False,,
"(5, 5)",0.45,0.4,0.0,300,5,False,,
"(5, 5)",0.45,0.45,0.0,300,5,False,,
"(5, 5)",0.45,0.45,0.0,300,5,False,,
"(5, 5)",0.45,0.45,0.0,300,5,False,,
"(5, 5)",0.45,0.45,0.0,300,5,False,,
"(5, 5)",0.45,0.45,0.0,300,5,False,,
"(5, 5)",0.45,0.5,0.0,300,5,False,,
"(5, 5)",0.45,0.5,0.0,300,5,False,,
"(5, 5)",0.45,0.5,0.0,300,5,False,,
"(5, 5)",0.45,0.5,0.0,300,5,False,,
"(5, 5)",0.45,0.5,0.0,300,5,False,,
"(5, 5)",0.45,0.7,0.0,300,5,False,,
"(5, 5)",0.45,0.7,0.0,300,5,False,,
"(5, 5)",0.45,0.7,0.0,300,5,False,,
"(5, 5)",0.45,0.7,0.0,300,5,False,,
"(5, 5)",0.45,0.7,0.0,300,5,False,,
"(5, 5)",0.45,0.9,0.0,300,5,False,,
"(5, 5)",0.45,0.9,0.0,300,5,False,,
"(5, 5)",0.45,0.9,0.0,300,5,False,,
"(5, 5)",0.45,0.9,0.0,300,5,False,,
"(5, 5)",0.45,0.9,0.0,300,5,False,,
"(5, 5)",0.5,0.1,0.0,300,5,False,,
"(5, 5)",0.5,0.1,0.0,300,5,False,,
"(5, 5)",0.5,0.1,0.0,300,5,False,,
"(5, 5)",0.5,0.1,0.0,300,5,False,,
"(5, 5)",0.5,0.1,0.0,300,5,False,,
"(5, 5)",0.5,0.15,0.0,300,5,False,,
"(5, 5)",0.5,0.15,0.0,300,5,False,,
"(5, 5)",0.5,0.15,0.0,300,5,False,,
"(5, 5)",0.5,0.15,0.0,300,5,False,,
"(5, 5)",0.5,0.15,0.0,300,5,False,,
"(5, 5)",0.5,0.2,0.0,300,5,False,,
"(5, 5)",0.5,0.2,0.0,300,5,False,,
"(5, 5)",0.5,0.2,0.0,300,5,False,,
"(5, 5)",0.5,0.2,0.0,300,5,False,,
"(5, 5)",0.5,0.2,0.0,300,5,False,,
"(5, 5)",0.5,0.3,0.0,300,5,False,,
"(5, 5)",0.5,0.3,0.0,300,5,False,,
"(5, 5)",0.5,0.3,0.0,300,5,False,,
"(5, 5)",0.5,0.3,0.0,300,5,False,,
"(5, 5)",0.5,0.3,0.0,300,5,False,,
"(5, 5)",0.5,0.4,0.0,300,5,False,,
"(5, 5)",0.5,0.4,0.0,300,5,False,,
"(5, 5)",0.5,0.4,0.0,300,5,False,,
"(5, 5)",0.5,0.4,0.0,300,5,False,,
"(5, 5)",0.5,0.4,0.0,300,5,False,,
"(5, 5)",0.5,0.45,0.0,300,5,False,,
"(5, 5)",0.5,0.45,0.0,300,5,False,,
"(5, 5)",0.5,0.45,0.0,300,5,False,,
"(5, 5)",0.5,0.45,0.0,300,5,False,,
"(5, 5)",0.5,0.45,0.0,300,5,False,,
"(5, 5)",0.5,0.5,0.0,300,5,False,,
"(5, 5)",0.5,0.5,0.0,300,5,False,,
"(5, 5)",0.5,0.5,0.0,300,5,False,,
"(5, 5)",0.5,0.5,0.0,300,5,False,,
"(5, 5)",0.5,0.5,0.0,300,5,False,,
"(5, 5)",0.5,0.7,0.0,300,5,False,,
"(5, 5)",0.5,0.7,0.0,300,5,False,,
"(5, 5)",0.5,0.7,0.0,300,5,False,,
"(5, 5)",0.5,0.7,0.0,300,5,False,,
"(5, 5)",0.5,0.7,0.0,300,5,False,,
"(5, 5)",0.5,0.9,0.0,300,5,False,,
"(5, 5)",0.5,0.9,0.0,300,5,False,,
"(5, 5)",0.5,0.9,0.0,300,5,False,,
"(5, 5)",0.5,0.9,0.0,300,5,False,,
"(5, 5)",0.5,0.9,0.0,300,5,False,,
"(5, 5)",0.7,0.1,0.0,300,5,False,,
"(5, 5)",0.7,0.1,0.0,300,5,False,,
"(5, 5)",0.7,0.1,0.0,300,5,False,,
"(5, 5)",0.7,0.1,0.0,300,5,False,,
"(5, 5)",0.7,0.1,0.0,300,5,False,,
"(5, 5)",0.7,0.15,0.0,300,5,False,,
"(5, 5)",0.7,0.15,0.0,300,5,False,,
"(5, 5)",0.7,0.15,0.0,300,5,False,,
"(5, 5)",0.7,0.15,0.0,300,5,False,,
"(5, 5)",0.7,0.15,0.0,300,5,False,,
"(5, 5)",0.7,0.2,0.0,300,5,False,,
"(5, 5)",0.7,0.2,0.0,300,5,False,,
"(5, 5)",0.7,0.2,0.0,300,5,False,,
"(5, 5)",0.7,0.2,0.0,300,5,False,,
"(5, 5)",0.7,0.2,0.0,300,5,False,,
"(5, 5)",0.7,0.3,0.0,300,5,False,,
"(5, 5)",0.7,0.3,0.0,300,5,False,,
"(5, 5)",0.7,0.3,0.0,300,5,False,,
"(5, 5)",0.7,0.3,0.0,300,5,False,,
"(5, 5)",0.7,0.3,0.0,300,5,False,,
"(5, 5)",0.7,0.4,0.0,300,5,False,,
"(5, 5)",0.7,0.4,0.0,300,5,False,,
"(5, 5)",0.7,0.4,0.0,300,5,False,,
"(5, 5)",0.7,0.4,0.0,300,5,False,,
"(5, 5)",0.7,0.4,0.0,300,5,False,,
"(5, 5)",0.7,0.45,0.0,300,5,False,,
"(5, 5)",0.7,0.45,0.0,300,5,False,,
"(5, 5)",0.7,0.45,0.0,300,5,False,,
"(5, 5)",0.7,0.45,0.0,300,5,False,,
"(5, 5)",0.7,0.45,0.0,300,5,False,,
"(5, 5)",0.7,0.5,0.0,300,5,False,,
"(5, 5)",0.7,0.5,0.0,300,5,False,,
"(5, 5)",0.7,0.5,0.0,300,5,False,,
"(5, 5)",0.7,0.5,0.0,300,5,False,,
"(5, 5)",0.7,0.5,0.0,300,5,False,,
"(5, 5)",0.7,0.7,0.0,300,5,False,,
"(5, 5)",0.7,0.7,0.0,300,5,False,,
"(5, 5)",0.7,0.7,0.0,300,5,False,,
"(5, 5)",0.7,0.7,0.0,300,5,False,,
"(5, 5)",0.7,0.7,0.0,300,5,False,,
"(5, 5)",0.7,0.9,0.0,300,5,False,,
"(5, 5)",0.7,0.9,0.0,300,5,False,,
"(5, 5)",0.7,0.9,0.0,300,5,False,,
"(5, 5)",0.7,0.9,0.0,300,5,False,,
"(5, 5)",0.7,0.9,0.0,300,5,False,,
"(5, 5)",0.9,0.1,0.0,300,5,False,,
"(5, 5)",0.9,0.1,0.0,300,5,False,,
"(5, 5)",0.9,0.1,0.0,300,5,False,,
"(5, 5)",0.9,0.1,0.0,300,5,False,,
"(5, 5)",0.9,0.1,0.0,300,5,False,,
"(5, 5)",0.9,0.15,0.0,300,5,False,,
"(5, 5)",0.9,0.15,0.0,300,5,False,,
"(5, 5)",0.9,0.15,0.0,300,5,False,,
"(5, 5)",0.9,0.15,0.0,300,5,False,,
"(5, 5)",0.9,0.15,0.0,300,5,False,,
"(5, 5)",0.9,0.2,0.0,300,5,False,,
"(5, 5)",0.9,0.2,0.0,300,5,False,,
"(5, 5)",0.9,0.2,0.0,300,5,False,,
"(5, 5)",0.9,0.2,0.0,300,5,False,,
"(5, 5)",0.9,0.2,0.0,300,5,False,,
"(5, 5)",0.9,0.3,0.0,300,5,False,,
"(5, 5)",0.9,0.3,0.0,300,5,False,,
"(5, 5)",0.9,0.3,0.0,300,5,False,,
"(5, 5)",0.9,0.3,0.0,300,5,False,,
"(5, 5)",0.9,0.3,0.0,300,5,False,,
"(5, 5)",0.9,0.4,0.0,300,5,False,,
"(5, 5)",0.9,0.4,0.0,300,5,False,,
"(5, 5)",0.9,0.4,0.0,300,5,False,,
"(5, 5)",0.9,0.4,0.0,300,5,False,,
"(5, 5)",0.9,0.4,0.0,300,5,False,,
"(5, 5)",0.9,0.45,0.0,300,5,False,,
"(5, 5)",0.9,0.45,0.0,300,5,False,,
"(5, 5)",0.9,0.45,0.0,300,5,False,,
"(5, 5)",0.9,0.45,0.0,300,5,False,,
"(5, 5)",0.9,0.45,0.0,300,5,False,,
"(5, 5)",0.9,0.5,0.0,300,5,False,,
"(5, 5)",0.9,0.5,0.0,300,5,False,,
"(5, 5)",0.9,0.5,0.0,300,5,False,,
"(5, 5)",0.9,0.5,0.0,300,5,False,,
"(5, 5)",0.9,0.5,0.0,300,5,False,,
"(5, 5)",0.9,0.7,0.0,300,5,False,,
"(5, 5)",0.9,0.7,0.0,300,5,False,,
"(5, 5)",0.9,0.7,0.0,300,5,False,,
"(5, 5)",0.9,0.7,0.0,300,5,False,,
"(5, 5)",0.9,0.7,0.0,300,5,False,,
"(5, 5)",0.9,0.9,0.0,300,5,False,,
"(5, 5)",0.9,0.9,0.0,300,5,False,,
"(5, 5)",0.9,0.9,0.0,300,5,False,,
"(5, 5)",0.9,0.9,0.0,300,5,False,,
"(5, 5)",0.9,0.9,0.0,300,5,False,,
"(6, 6)",0.1,0.1,0.0,300,5,False,,
"(6, 6)",0.1,0.1,0.0,300,5,False,,
"(6, 6)",0.1,0.1,0.0,300,5,False,,
"(6, 6)",0.1,0.1,0.0,300,5,False,,
"(6, 6)",0.1,0.1,0.0,300,5,False,,
"(6, 6)",0.1,0.15,0.0,300,5,False,,
"(6, 6)",0.1,0.15,0.0,300,5,False,,
"(6, 6)",0.1,0.15,0.0,300,5,False,,
"(6, 6)",0.1,0.15,0.0,300,5,False,,
"(6, 6)",0.1,0.15,0.0,300,5,False,,
"(6, 6)",0.1,0.2,0.0,300,5,False,,
"(6, 6)",0.1,0.2,0.0,300,5,False,,
"(6, 6)",0.1,0.2,0.0,300,5,False,,
"(6, 6)",0.1,0.2,0.0,300,5,False,,
"(6, 6)",0.1,0.2,0.0,300,5,False,,
"(6, 6)",0.1,0.3,0.0,300,5,False,,
"(6, 6)",0.1,0.3,0.0,300,5,False,,
"(6, 6)",0.1,0.3,0.0,300,5,False,,
"(6, 6)",0.1,0.3,0.0,300,5,False,,
"(6, 6)",0.1,0.3,0.0,300,5,False,,
"(6, 6)",0.1,0.4,0.0,300,5,False,,
"(6, 6)",0.1,0.4,0.0,300,5,False,,
"(6, 6)",0.1,0.4,0.0,300,5,False,,
"(6, 6)",0.1,0.4,0.0,300,5,False,,
"(6, 6)",0.1,0.4,0.0,300,5,False,,
"(6, 6)",0.1,0.45,0.0,300,5,False,,
"(6, 6)",0.1,0.45,0.0,300,5,False,,
"(6, 6)",0.1,0.45,0.0,300,5,False,,
"(6, 6)",0.1,0.45,0.0,300,5,False,,
"(6, 6)",0.1,0.45,0.0,300,5,False,,
"(6, 6)",0.1,0.5,0.0,300,5,False,,
"(6, 6)",0.1,0.5,0.0,300,5,False,,
"(6, 6)",0.1,0.5,0.0,300,5,False,,
"(6, 6)",0.1,0.5,0.0,300,5,False,,
"(6, 6)",0.1,0.5,0.0,300,5,False,,
"(6, 6)",0.1,0.7,0.0,300,5,False,,
"(6, 6)",0.1,0.7,0.0,300,5,False,,
"(6, 6)",0.1,0.7,0.0,300,5,False,,
"(6, 6)",0.1,0.7,0.0,300,5,False,,
"(6, 6)",0.1,0.7,0.0,300,5,False,,
"(6, 6)",0.1,0.9,0.0,300,5,False,,
"(6, 6)",0.1,0.9,0.0,300,5,False,,
"(6, 6)",0.1,0.9,0.0,300,5,False,,
"(6, 6)",0.1,0.9,0.0,300,5,False,,
"(6, 6)",0.1,0.9,0.0,300,5,False,,
"(6, 6)",0.15,0.1,0.0,300,5,False,,
"(6, 6)",0.15,0.1,0.0,300,5,False,,
"(6, 6)",0.15,0.1,0.0,300,5,False,,
"(6, 6)",0.15,0.1,0.0,300,5,False,,
"(6, 6)",0.15,0.1,0.0,300,5,False,,
"(6, 6)",0.15,0.15,0.0,300,5,False,,
"(6, 6)",0.15,0.15,0.0,300,5,False,,
"(6, 6)",0.15,0.15,0.0,300,5,False,,
"(6, 6)",0.15,0.15,0.0,300,5,False,,
"(6, 6)",0.15,0.15,0.0,300,5,False,,
"(6, 6)",0.15,0.2,0.0,300,5,False,,
"(6, 6)",0.15,0.2,0.0,300,5,False,,
"(6, 6)",0.15,0.2,0.0,300,5,False,,
"(6, 6)",0.15,0.2,0.0,300,5,False,,
"(6, 6)",0.15,0.2,0.0,300,5,False,,
"(6, 6)",0.15,0.3,0.0,300,5,False,,
"(6, 6)",0.15,0.3,0.0,300,5,False,,
"(6, 6)",0.15,0.3,0.0,300,5,False,,
"(6, 6)",0.15,0.3,0.0,300,5,False,,
"(6, 6)",0.15,0.3,0.0,300,5,False,,
"(6, 6)",0.15,0.4,0.0,300,5,False,,
"(6, 6)",0.15,0.4,0.0,300,5,False,,
"(6, 6)",0.15,0.4,0.0,300,5,False,,
"(6, 6)",0.15,0.4,0.0,300,5,False,,
"(6, 6)",0.15,0.4,0.0,300,5,False,,
"(6, 6)",0.15,0.45,0.0,300,5,False,,
"(6, 6)",0.15,0.45,0.0,300,5,False,,
"(6, 6)",0.15,0.45,0.0,300,5,False,,
"(6, 6)",0.15,0.45,0.0,300,5,False,,
"(6, 6)",0.15,0.45,0.0,300,5,False,,
"(6, 6)",0.15,0.5,0.0,300,5,False,,
"(6, 6)",0.15,0.5,0.0,300,5,False,,
"(6, 6)",0.15,0.5,0.0,300,5,False,,
"(6, 6)",0.15,0.5,0.0,300,5,False,,
"(6, 6)",0.15,0.5,0.0,300,5,False,,
"(6, 6)",0.15,0.7,0.0,300,5,False,,
"(6, 6)",0.15,0.7,0.0,300,5,False,,
"(6, 6)",0.15,0.7,0.0,300,5,False,,
"(6, 6)",0.15,0.7,0.0,300,5,False,,
"(6, 6)",0.15,0.7,0.0,300,5,False,,
"(6, 6)",0.15,0.9,0.0,300,5,False,,
"(6, 6)",0.15,0.9,0.0,300,5,False,,
"(6, 6)",0.15,0.9,0.0,300,5,False,,
"(6, 6)",0.15,0.9,0.0,300,5,False,,
"(6, 6)",0.15,0.9,0.0,300,5,False,,
"(6, 6)",0.2,0.1,0.0,300,5,False,,
"(6, 6)",0.2,0.1,0.0,300,5,False,,
"(6, 6)",0.2,0.1,0.0,300,5,False,,
